label,fold,lightgbm_transformed_feature_count,catboost_best_iteration,catboost_categorical_feature_count,lgbm_roc_auc,catboost_roc_auc,lgbm_average_precision,catboost_average_precision
stack_cv,1,363,1199,14,0.792999353410389,0.7926179851303305,0.2936818172788159,0.2915532749052788
stack_cv,2,363,1199,14,0.792493191764397,0.7937899824234199,0.2857309274547891,0.28698917360324866
stack_cv,3,363,1199,14,0.7921539963426115,0.7927645601393395,0.2847895904594966,0.2830592656221019
